symbol,setup_family,baseline_id,episode_id,intent_side,entry_ts,horizon_bars,is_virtual_pair
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,203,LONG,2024-09-16 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,204,SHORT,2024-09-20 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,205,LONG,2024-10-02 06:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,206,LONG,2024-10-04 08:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,207,SHORT,2024-10-16 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,208,LONG,2024-10-16 04:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,209,LONG,2024-10-18 00:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,209,SHORT,2024-10-18 00:00:00,10,True
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,211,LONG,2024-10-24 00:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,212,LONG,2024-10-25 08:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,213,LONG,2024-10-27 20:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,213,SHORT,2024-10-27 20:00:00,10,True
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,214,SHORT,2024-10-31 00:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,215,LONG,2024-11-01 04:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,216,LONG,2024-11-05 10:00:00,16,False
US500.spot.mg,state_reinforcement,STATE_REINFORCEMENT,217,LONG,2024-11-06 00:00:00,16,False
US500.spot.mg,transition_resolution,TRANSITION_RESOLUTION,218,LONG,2024-11-11 08:00:00,16,False
US500.spot.mg,balance_stability,BALANCE_STABILITY,219,LONG,2024-11-12 00:00:00,10,True
US500.spot.mg,balance_stability,BALANCE_STABILITY,219,SHORT,2024-11-12 00:00:00,10,True
